stock_code,transaction_date,closing_price,matched_volume,matched_value,foreign_net_volume,foreign_net_value,proprietary_net_volume,proprietary_net_value,buy_orders,buy_volume,sell_orders,sell_volume
VIC,2021-11-09,94.900000000000000000,2373800,224.430000000000000000,-429000,-40.26,,,2364,3231500,3201,4112700
VIC,2021-11-08,94.900000000000000000,1792000,170.460000000000000000,57900,5.58,,,2472,2651300,2828,3323400
VIC,2021-11-05,95.000000000000000000,1786600,169.000000000000000000,0,0.00,,,1782,2875200,2654,2890300
VIC,2021-11-04,95.000000000000000000,1879100,177.820000000000000000,0,0.00,,,1816,8473200,2470,3419700
VIC,2021-11-03,95.300000000000000000,3568200,338.290000000000000000,-200300,-18.86,,,2521,11135000,3682,5700200
VIC,2021-11-02,95.800000000000000000,1647800,157.230000000000000000,-339400,-32.35,,,1752,2459900,2472,3213800
CTG,2025-02-25,41.850000000000000000,5728900,238.990000000000000000,-43252,-1.70,,,3682,9007800,3108,12305500
CTG,2022-11-18,24.700000000000000000,11616200,281.920000000000000000,-3099348,-76.55,,,9592,19875000,5352,22647700
CTG,2023-08-10,31.650000000000000000,7995700,256.110000000000000000,735200,23.57,,,4942,11927600,5625,15760200
CTG,2023-08-09,32.500000000000000000,8014100,259.360000000000000000,1298400,42.05,,,5026,15071800,4386,13015900
VIC,2021-04-20,143.100000000000000000,3108200,448.470000000000000000,403100,58.14,,,2173,4406500,1766,4952100
VIC,2021-04-19,144.000000000000000000,2820300,403.670000000000000000,-295500,-42.14,,,2869,4041800,1939,4116000
VIC,2021-04-16,143.000000000000000000,2988000,424.600000000000000000,9440,13.69,,,2672,4617700,1639,4289600
VIC,2021-04-15,140.900000000000000000,3419000,487.830000000000000000,554200,78.84,,,2891,4898300,1585,5242200
VIC,2023-09-21,52.200000000000000000,8502600,448.890000000000000000,-921700,-48.87,,,13331,15081300,8311,17647600
VIC,2023-09-20,53.500000000000000000,11801500,619.100000000000000000,898500,47.51,,,15671,23172500,8230,17859900
VIC,2023-09-19,51.700000000000000000,12789300,672.060000000000000000,-541800,-28.90,,,16483,19962300,8719,21301600
VIC,2023-09-18,53.000000000000000000,11462100,604.970000000000000000,0,0.00,,,19050,24284700,7628,18207400
VIC,2023-09-15,53.600000000000000000,18952400,1031.150000000000000000,-607600,-32.76,,,24285,33439800,12011,34777400
VIC,2023-09-14,55.500000000000000000,26861000,1529.930000000000000000,-1040400,-59.02,,,35193,41311200,15176,45535600
VIC,2023-09-13,59.200000000000000000,16321000,981.190000000000000000,-442100,-26.63,,,16934,24215700,13111,32194400
VIC,2023-09-12,60.300000000000000000,15067200,903.390000000000000000,2063700,123.93,,,16070,25977000,11749,27594700
CTG,2021-10-08,29.450000000000000000,6603500,194.720000000000000000,-300800,-8.85,,,5672,11998700,5753,13038400
VIC,2025-02-18,40.200000000000000000,1200000,48.180000000000000000,-69845,-2.79,,,1732,2708200,1274,2971900
VIC,2022-04-01,82.100000000000000000,2609900,213.580000000000000000,202500,16.64,,,2493,3860700,5232,5528000
VIC,2022-03-31,81.200000000000000000,1372000,111.940000000000000000,15100,1.24,,,1817,2689300,3955,3876200
VIC,2023-10-10,44.900000000000000000,5861600,266.970000000000000000,-198900,-9.04,,,7035,10946700,6523,12471500
VIC,2023-10-09,45.200000000000000000,4889700,223.010000000000000000,-573300,-26.20,,,7560,9569500,4274,9680200
VIC,2023-10-04,46.100000000000000000,6718300,305.230000000000000000,947000,43.27,,,8418,13647700,9664,12321600
VIC,2021-02-05,107.500000000000000000,922900,98.200000000000000000,202700,21.56,,,995,1398800,1197,1571100
HDB,2023-02-13,18.050000000000000000,1903400,33.900000000000000000,904227,16.32,,,1898,3274800,875,3174000
HDB,2023-02-10,18.150000000000000000,1596100,28.910000000000000000,667800,12.12,,,885,2781400,811,3674400
HDB,2023-02-09,18.200000000000000000,1714800,31.290000000000000000,128906,2.35,,,1180,2938300,1249,3788300
HDB,2023-02-08,18.300000000000000000,1806900,32.550000000000000000,472980,8.66,,,1590,3101500,942,3723000
HDB,2023-02-07,18.000000000000000000,1096800,20.020000000000000000,392500,7.07,,,1140,1799900,913,3599500
HDB,2023-02-06,18.500000000000000000,1709800,31.230000000000000000,841635,15.57,,,1252,2678600,762,4331700
HDB,2023-02-03,18.550000000000000000,2494000,45.690000000000000000,972683,18.04,,,1831,3927300,1021,4698200
HDB,2023-02-02,18.350000000000000000,2459300,45.970000000000000000,857205,15.73,,,1217,3467500,1724,6548000
CTG,2021-10-22,29.650000000000000000,4273800,127.280000000000000000,85200,2.54,,,5373,11377100,3858,9176200
VIC,2022-01-04,101.000000000000000000,3071100,303.100000000000000000,624400,61.25,,,2048,5099500,4193,4346800
HDB,2023-12-13,18.850000000000000000,7051100,132.300000000000000000,96500,1.81,,,598,12806200,1526,10953700
HDB,2023-12-12,18.800000000000000000,7046000,131.720000000000000000,-29100,-0.54,,,570,9068200,1332,10537600
HDB,2021-09-14,24.800000000000000000,2116200,53.040000000000000000,-1158800,-29.03,,,2515,3617300,1026,3211600
HDB,2021-09-13,25.200000000000000000,2737500,69.760000000000000000,-673400,-17.13,,,3331,4693300,2012,4276200
HDB,2021-09-10,25.900000000000000000,2605000,67.810000000000000000,-1394200,-36.27,,,3225,4675400,1148,4652200
HDB,2021-09-09,26.400000000000000000,1965900,51.740000000000000000,-471100,-12.37,,,2346,3397000,1301,4140800
HDB,2021-01-20,25.500000000000000000,6660300,166.260000000000000000,187880,46.86,,,2601,12921500,2585,12239300
HDB,2021-01-19,25.350000000000000000,5782200,150.370000000000000000,-95900,-24.97,,,2603,6933100,2485,10475500
HDB,2021-01-18,27.250000000000000000,5150200,141.390000000000000000,-46830,-12.85,,,2554,8436000,2074,8927600
HDB,2021-01-15,27.900000000000000000,7103500,194.600000000000000000,63230,17.60,,,2874,14087300,4090,11779400
HDB,2021-01-14,26.800000000000000000,3675000,98.250000000000000000,74300,1.99,,,2083,5797800,2232,7875900
HDB,2021-01-13,26.850000000000000000,6388800,171.480000000000000000,1470600,39.44,,,2310,9791100,2785,11813800
HDB,2021-01-12,26.750000000000000000,5101900,135.650000000000000000,88470,23.55,,,3252,10161900,2871,10808400
HDB,2021-01-11,26.850000000000000000,6768300,182.200000000000000000,135650,36.56,,,3329,10250900,3208,13631600
CTG,2025-03-05,41.200000000000000000,7812100,326.680000000000000000,1205267,50.47,,,3653,11852800,4794,17898700
CTG,2021-12-22,31.650000000000000000,9342300,298.510000000000000000,2969253,94.85,,,6211,13721200,4045,15020500
CTG,2021-12-21,32.000000000000000000,6860700,222.120000000000000000,1549200,50.39,,,3653,10283000,3318,11078900
VIC,2022-09-14,63.400000000000000000,711000,44.740000000000000000,-35429,1.88,,,1871,1842700,1317,1329300
VIC,2022-09-13,64.100000000000000000,1059100,67.800000000000000000,110183,1.88,,,1158,1397700,2020,2189600
VIC,2022-09-12,64.000000000000000000,552900,35.590000000000000000,889,43.62,,,1039,857300,1509,1859400
HDB,2023-07-11,18.600000000000000000,2771300,51.310000000000000000,21000,0.40,,,1909,5684000,2216,5556100
HDB,2023-07-10,18.350000000000000000,3252500,59.650000000000000000,-1406600,-25.78,,,2744,6309900,1748,5594500
HDB,2022-12-12,16.200000000000000000,3855500,63.980000000000000000,-778384,-12.61,,,3180,5569700,2667,8197100
HDB,2022-12-09,16.800000000000000000,2828900,47.350000000000000000,344661,5.79,,,1235,5102700,1923,6602700
HDB,2022-12-08,16.500000000000000000,4564600,74.880000000000000000,-161340,-2.66,,,1805,7763400,1531,7387800
HDB,2022-12-07,15.900000000000000000,1569900,25.270000000000000000,-4959,-0.08,,,1607,2911100,1054,3553200
MSN,2021-02-18,95.100000000000000000,2207200,207.350000000000000000,592700,55.89,,,2114,3810500,3325,4041500
MSN,2021-02-17,92.000000000000000000,1142900,103.730000000000000000,18130,16.59,,,1391,1920100,1438,1761700
MSN,2021-05-28,112.500000000000000000,2045800,224.680000000000000000,520700,57.18,,,3212,4297800,1708,3428200
MSN,2021-05-27,110.000000000000000000,1642200,183.860000000000000000,306600,34.91,,,2831,3204100,1668,3205200
MSN,2021-05-26,113.600000000000000000,1459300,164.750000000000000000,-61700,-6.95,,,2088,2119000,1423,2634200
MSN,2021-05-25,113.600000000000000000,1734000,196.450000000000000000,10920,12.29,,,2328,2993200,2027,3454100
STB,2021-02-22,18.600000000000000000,25991000,491.550000000000000000,-1146100,-21.72,,,7581,43632700,9281,57188700
STB,2021-02-19,18.700000000000000000,22590900,422.380000000000000000,-587100,-10.93,,,7775,47685200,9133,46695100
STB,2021-02-18,18.600000000000000000,22503900,418.650000000000000000,-1365900,-25.33,,,7621,48205000,7408,44214700
STB,2021-02-17,18.750000000000000000,21031200,390.960000000000000000,-657400,-12.19,,,5833,48112100,6641,38783500
STB,2021-02-09,18.150000000000000000,18229600,324.210000000000000000,1153800,20.65,,,6146,4218880,6214,3553020
STB,2021-02-08,17.400000000000000000,24037300,427.780000000000000000,-129300,-1.91,,,9538,3983840,5604,4648010
MSN,2024-03-26,74.000000000000000000,6370600,478.660000000000000000,-343600,-25.97,,,7031,8756200,2908,9733100
MSN,2024-03-25,75.500000000000000000,8724000,670.000000000000000000,-1749700,-134.83,,,13007,13410500,4759,12863000
MSN,2021-03-30,88.500000000000000000,1443600,126.480000000000000000,16830,14.78,,,1509,2574700,2997,2510400
MSN,2021-03-29,86.100000000000000000,918800,78.790000000000000000,97600,8.41,,,1323,1771500,1068,1508700
MSN,2021-03-26,85.900000000000000000,912800,77.400000000000000000,9370,8.02,,,1838,1917000,1198,1602600
MSN,2021-03-25,86.000000000000000000,1076400,91.540000000000000000,-41700,-3.25,,,2010,2221100,1463,1850800
STB,2022-12-06,20.750000000000000000,49350900,1055.670000000000000000,1691200,35.09,,,17850,71352200,9602,78109300
STB,2022-12-05,22.300000000000000000,38505100,855.350000000000000000,5290963,117.99,,,8729,62407100,7774,49983500
STB,2022-12-02,20.850000000000000000,27685300,563.320000000000000000,13506850,281.62,,,6276,75842300,8845,38952300
STB,2022-12-01,19.500000000000000000,39125200,800.010000000000000000,7125080,138.94,,,10193,82729600,12508,60741200
STB,2022-11-30,20.000000000000000000,25462700,500.800000000000000000,4683400,93.67,,,10499,55097200,8781,44772200
STB,2022-11-29,19.750000000000000000,26282100,510.420000000000000000,4652800,91.89,,,11594,52027500,8944,47554500
FPT,2022-07-29,83.500000000000000000,1941800,163.110000000000000000,-100,-0.01,,,4528,4081600,1527,3180300
FPT,2024-07-26,128.000000000000000000,3951100,497.180000000000000000,,,,,5907,7044200,3638,6011200
FPT,2024-09-25,134.800000000000000000,4479900,601.390000000000000000,332300,44.74,,,5516,6737400,3893,6413200
FPT,2021-07-20,86.800000000000000000,2553700,217.500000000000000000,-4700,-0.41,,,6449,5074200,4050,4031800
FPT,2023-08-04,83.300000000000000000,1618900,135.200000000000000000,-100,-0.01,,,2580,4544000,1056,2451800
FPT,2022-08-08,86.000000000000000000,1586800,136.030000000000000000,-10200,-0.88,,,3354,2775000,3122,2947500
FPT,2023-04-03,80.900000000000000000,1170200,93.480000000000000000,-1000,-0.08,,,1241,2164300,1669,2070300
FPT,2023-03-31,79.100000000000000000,671600,53.210000000000000000,2900,0.23,,,929,1611500,3587,1482900
BID,2023-11-15,44.150000000000000000,1449200,63.580000000000000000,451600,19.85,,,1650,2289800,1861,2785700
BID,2023-11-14,43.000000000000000000,1571600,67.350000000000000000,-385696,-16.50,,,1177,3005400,1795,2834700
BID,2023-11-13,42.100000000000000000,473900,20.060000000000000000,156900,6.67,,,886,742800,850,1205600
BID,2021-06-07,46.800000000000000000,5275100,249.820000000000000000,14400,0.69,,,6301,9296300,3410,8521500
STB,2022-07-28,24.450000000000000000,40238200,970.410000000000000000,3829600,93.63,,,9956,70086400,11353,52651000
STB,2022-07-27,23.050000000000000000,9170900,210.260000000000000000,-133100,-3.07,,,2918,18229700,3838,17883200
STB,2025-01-06,36.250000000000000000,9584000,348.010000000000000000,2271368,82.49,,,3601,17601800,2370,17652500
STB,2025-01-03,36.100000000000000000,8642600,314.960000000000000000,-417626,-15.24,,,4391,15668300,2860,17648600
STB,2025-01-02,37.000000000000000000,5957100,219.620000000000000000,-293627,-10.77,,,4467,12197900,2665,14692800
STB,2024-12-31,36.900000000000000000,9388400,347.530000000000000000,-2883400,-106.87,,,4152,14981500,3022,32220800
TPB,2022-01-14,41.900000000000000000,5566400,234.890000000000000000,45500,1.92,,,1960,7377500,2182,11479500
TPB,2022-01-13,42.150000000000000000,17622800,765.450000000000000000,-887900,-38.64,,,7287,31188600,5602,29357100
TPB,2022-01-12,43.000000000000000000,18620300,772.000000000000000000,182100,7.50,,,5062,29225200,3066,22421100
TPB,2022-01-11,40.200000000000000000,4830300,197.710000000000000000,13700,0.55,,,2202,7090800,1741,10028100
TPB,2022-01-10,40.450000000000000000,4219100,173.190000000000000000,201100,8.05,,,2332,5572200,2102,8068900
TPB,2022-01-07,41.000000000000000000,4150700,172.620000000000000000,-196100,-8.14,,,2606,6114700,1808,8385300
FPT,2022-08-16,88.700000000000000000,1382800,122.810000000000000000,1800,0.16,,,2879,2491000,2789,3446600
FPT,2025-03-05,139.100000000000000000,2851100,398.060000000000000000,-137763,-19.15,,,6713,5137200,3508,5575900
FPT,2024-03-29,116.500000000000000000,1343500,156.540000000000000000,-200,-0.02,,,2292,2937100,1855,3275900
FPT,2024-03-28,117.100000000000000000,2803200,327.410000000000000000,0,0.00,,,2641,5316200,3654,5474300
FPT,2024-06-25,130.000000000000000000,13706800,1776.770000000000000000,-2041000,-264.91,,,13575,21105600,7822,23993400
FPT,2024-06-24,132.100000000000000000,13186900,1762.000000000000000000,-4412400,-590.42,,,10265,17792000,10949,18128100
BID,2024-06-10,47.650000000000000000,2062700,99.000000000000000000,-221993,-10.63,,,2070,3410700,1861,4285000
BID,2024-06-07,47.750000000000000000,1233400,59.090000000000000000,-80229,-3.84,,,1842,2200400,1432,2710900
BID,2024-06-06,47.900000000000000000,1413000,67.700000000000000000,1956,0.09,,,1560,2625800,1539,2859200
BID,2024-06-05,47.650000000000000000,1799400,86.320000000000000000,-70900,-3.40,,,2185,3452900,2093,3577000
BID,2024-06-04,47.600000000000000000,1112900,53.220000000000000000,-123000,-5.86,,,1776,2345500,1491,3041800
BID,2024-06-03,47.300000000000000000,2095200,100.240000000000000000,-603300,-28.75,,,2230,3038100,1840,3356700
FPT,2022-08-02,85.000000000000000000,1879700,158.530000000000000000,0,-0.92,,,3603,3847700,2411,2825800
FPT,2025-01-23,154.300000000000000000,7057800,1086.530000000000000000,-75760,-11.87,,,7367,11613100,10394,11994400
FPT,2023-01-13,80.000000000000000000,628300,50.630000000000000000,-1853,-0.15,,,877,866400,1064,1332800
FPT,2023-01-12,80.700000000000000000,542500,43.760000000000000000,0,-0.15,,,1009,998900,1439,1190600
FPT,2021-03-12,76.500000000000000000,2062800,158.250000000000000000,0,0.00,,,2371,3015900,2239,3773100
FPT,2021-03-11,76.700000000000000000,1477800,113.280000000000000000,0,0.00,,,1790,2085800,2360,3394100
FPT,2021-03-10,76.300000000000000000,2602400,198.900000000000000000,0,0.00,,,3340,4327700,2914,4521500
FPT,2021-03-09,75.000000000000000000,2182400,163.670000000000000000,-2000,-0.15,,,0,0,0,0
FPT,2021-03-08,75.800000000000000000,1656600,125.690000000000000000,-1730,-1.31,,,3106,253910,1543,268860
FPT,2021-03-05,75.900000000000000000,2507500,188.620000000000000000,-1290,-0.97,,,5100,4891900,2052,3900500
FPT,2021-03-04,75.900000000000000000,2901500,222.180000000000000000,0,0.00,,,4527,4328100,2341,5217000
FPT,2021-03-03,77.700000000000000000,1599400,124.370000000000000000,-1000,-0.08,,,2224,2644200,2384,3426700
STB,2024-02-27,30.750000000000000000,15451600,473.420000000000000000,-2848100,-87.19,,,5968,34587800,6094,28490500
STB,2024-02-26,30.500000000000000000,24763200,751.400000000000000000,-5702800,-173.21,,,8975,41090200,5808,49659500
TPB,2024-12-06,16.250000000000000000,9727100,159.430000000000000000,16960,0.28,,,4279,16634400,4922,24387000
TPB,2024-12-05,16.450000000000000000,11737500,190.120000000000000000,50752,0.80,,,5705,25781200,5523,23395200
TPB,2024-12-04,15.800000000000000000,8010900,127.370000000000000000,-324900,-5.16,,,5526,14971000,3013,15584200
TPB,2024-12-03,16.000000000000000000,6553700,105.440000000000000000,-18820,-0.30,,,4127,13431100,2949,14557700
TCB,2022-05-26,36.700000000000000000,4687800,172.860000000000000000,0,0.00,,,3517,8465300,3754,9081100
TCB,2022-05-25,36.500000000000000000,6709700,243.340000000000000000,0,0.00,,,3810,11018600,4852,11810500
TCB,2022-05-24,35.250000000000000000,4270100,148.980000000000000000,0,0.00,,,3761,6904300,2372,7478000
TCB,2022-05-23,34.850000000000000000,5290600,187.280000000000000000,0,0.00,,,4664,8274600,2615,8794100
TCB,2022-05-20,35.700000000000000000,5443200,195.740000000000000000,0,0.00,,,4576,9125800,3037,9675000
TCB,2022-05-19,35.800000000000000000,5692200,203.980000000000000000,-4000,-0.14,,,4756,10067600,3251,9960800
FPT,2021-07-21,86.600000000000000000,3369200,292.780000000000000000,-1580,-1.37,,,7356,6478600,5572,6288000
FPT,2022-10-17,73.800000000000000000,707400,51.770000000000000000,-913,-0.07,,,1784,1848700,1261,1342500
FPT,2023-11-20,90.700000000000000000,1656500,150.720000000000000000,0,0.00,,,3031,3462900,1829,3191500
FPT,2023-11-17,91.000000000000000000,3567900,326.820000000000000000,-1600,-0.15,,,4738,5662400,2205,8045000
FPT,2023-06-23,85.100000000000000000,822000,69.910000000000000000,-12000,-1.02,,,0,0,0,0
FPT,2023-06-22,85.500000000000000000,1019700,87.100000000000000000,-26000,-2.24,,,1539,1786800,1290,2213200
FPT,2023-06-21,85.800000000000000000,705800,60.570000000000000000,0,0.00,,,648,1025800,1226,1553600
FPT,2023-06-20,85.500000000000000000,944500,80.510000000000000000,0,0.00,,,852,1830900,1385,1670800
BID,2023-11-29,39.300000000000000000,811800,31.750000000000000000,293800,11.49,,,907,1283000,983,1555300
BID,2023-07-07,44.300000000000000000,880100,38.630000000000000000,-101900,-4.47,,,1247,1869300,887,1877700
BID,2023-07-06,43.950000000000000000,1337000,58.980000000000000000,41600,1.82,,,1543,2383500,1389,2984000
BID,2023-07-05,44.350000000000000000,1294400,57.630000000000000000,11900,0.54,,,924,2372500,1839,3192300
BID,2023-07-04,44.000000000000000000,1183300,52.040000000000000000,-583000,-25.58,,,1864,2692200,985,2290900
BID,2023-07-03,44.500000000000000000,1085400,47.730000000000000000,-100200,-4.39,,,1569,2079000,1084,1835700
BID,2023-06-30,43.350000000000000000,975000,42.880000000000000000,-71300,-3.18,,,1172,1647500,835,1978400
BID,2023-06-29,44.500000000000000000,1582000,71.440000000000000000,-217500,-9.79,,,1527,2385500,2220,3694300
BID,2023-03-22,46.100000000000000000,560800,25.750000000000000000,131500,6.04,,,619,1037800,802,1085300
BID,2023-06-07,44.350000000000000000,967700,43.080000000000000000,-237400,-10.55,,,1237,1578700,1200,2194000
BID,2021-04-05,45.550000000000000000,5969400,271.960000000000000000,-83430,-38.01,,,4199,10417600,4913,11383000
BVH,2022-03-09,56.400000000000000000,1797100,102.520000000000000000,-323500,-18.44,,,2557,2517700,1267,2932000
BID,2021-03-16,42.400000000000000000,2223700,94.800000000000000000,-36010,-15.35,,,2669,3363800,1397,4583000
BID,2021-11-01,41.800000000000000000,3293200,137.940000000000000000,-87200,-3.65,,,1729,4655000,3798,5812900
BID,2021-10-29,41.500000000000000000,3730300,151.300000000000000000,3700,0.15,,,2465,5519100,4253,5720300
BVH,2021-05-04,55.600000000000000000,1157300,64.600000000000000000,-22530,-12.57,,,1906,1901400,1114,1968300
BVH,2021-04-23,59.000000000000000000,779100,45.190000000000000000,49100,2.86,,,1561,1566600,1072,1718900
BVH,2021-04-22,58.000000000000000000,1053600,62.820000000000000000,1050,0.63,,,1578,1655800,1533,2275600
TPB,2023-03-06,23.450000000000000000,2322000,55.030000000000000000,0,2.13,,,1171,4000800,1345,5750800
TPB,2023-03-03,23.400000000000000000,2869100,68.160000000000000000,0,2.13,,,2016,4882300,1493,6281600
TCB,2024-01-30,35.200000000000000000,5207300,182.010000000000000000,0,0.00,,,2528,9128600,1335,7769700
TCB,2024-01-29,35.250000000000000000,3145300,111.470000000000000000,0,0.00,,,1135,5761900,1907,6368000
TCB,2024-01-26,35.400000000000000000,3145200,111.040000000000000000,0,0.00,,,1147,6059400,1914,6307000
TCB,2024-01-25,35.000000000000000000,4271400,149.620000000000000000,0,0.00,,,1801,7120700,1772,7567200
FPT,2021-04-27,80.700000000000000000,1287100,103.900000000000000000,0,0.00,,,3953,3064900,1931,2681800
FPT,2021-04-26,81.000000000000000000,2551300,207.960000000000000000,0,0.00,,,,,,
FPT,2021-04-23,83.000000000000000000,3166400,256.830000000000000000,-550,-0.44,,,4530,5875000,3860,4841200
FPT,2021-04-22,80.000000000000000000,2271200,187.100000000000000000,60,0.05,,,3489,4036800,3795,5578800
FPT,2021-04-20,82.900000000000000000,4742800,395.630000000000000000,0,0.00,,,5912,7778800,7279,8400700
FPT,2021-04-19,81.500000000000000000,2380800,192.000000000000000000,0,0.00,,,3133,3809500,2709,4136200
TPB,2023-11-07,16.550000000000000000,3707700,61.390000000000000000,48300,0.80,,,3704,11583000,1694,6956800
TPB,2023-11-06,16.600000000000000000,4380500,72.470000000000000000,20500,0.31,,,3899,14086300,2856,10012200
TPB,2023-11-03,16.050000000000000000,5735600,93.220000000000000000,55200,0.91,,,3579,12136800,3169,9644200
TPB,2023-11-02,16.400000000000000000,7603800,124.480000000000000000,-163700,-2.71,,,,,,
TPB,2023-11-01,15.800000000000000000,3183400,50.180000000000000000,-77700,-1.21,,,2610,6719200,1659,5791900
TPB,2024-03-27,19.200000000000000000,6029000,115.220000000000000000,938000,17.97,,,3503,12169700,3360,18308700
TPB,2024-03-26,19.150000000000000000,10841600,207.090000000000000000,-1245500,-23.80,,,3529,25832100,4786,27428900
TPB,2024-03-25,19.000000000000000000,17580600,334.690000000000000000,542700,10.34,,,5065,28373400,7807,39889800
TPB,2024-03-22,18.750000000000000000,17965600,340.410000000000000000,442200,8.41,,,8124,29519200,7734,41796900
TPB,2024-03-21,18.750000000000000000,9181400,171.200000000000000000,-147700,-2.77,,,5337,17277000,4730,20061800
FPT,2022-08-05,85.800000000000000000,1773100,153.090000000000000000,0,0.00,,,3355,3094700,3067,3412200
FPT,2024-09-26,134.300000000000000000,2815600,378.100000000000000000,4100,0.58,,,4126,4269700,3399,5151500
BID,2022-06-09,34.500000000000000000,394400,13.570000000000000000,-6800,-0.23,,,638,831400,822,1142300
BID,2022-06-08,34.300000000000000000,982900,33.710000000000000000,-25000,-0.86,,,1013,1840600,1342,1912800
BID,2022-04-04,44.250000000000000000,2081900,92.950000000000000000,-63900,-2.85,,,1530,3114300,2977,5027100
BID,2022-04-01,44.350000000000000000,3165900,139.310000000000000000,45500,2.00,,,2135,5671400,4409,6946400
BID,2022-03-31,43.500000000000000000,1444000,62.940000000000000000,338700,14.75,,,1141,2262600,2736,5036300
BID,2022-03-30,43.550000000000000000,3512800,152.680000000000000000,67300,2.97,,,2097,5681000,4410,6725600
BID,2024-09-05,48.700000000000000000,1899400,93.190000000000000000,-259900,-12.65,,,2347,4519400,1604,5041100
BID,2024-09-04,48.950000000000000000,1971000,96.370000000000000000,-74300,-3.64,,,2798,4581900,1420,3667900
BID,2024-08-30,48.900000000000000000,1798000,88.540000000000000000,-733100,-35.99,,,2177,3252600,1711,3489800
BID,2024-08-29,49.300000000000000000,1686100,84.160000000000000000,-120300,-5.85,,,1814,3443400,2345,4668700
BID,2024-08-28,49.600000000000000000,1206100,59.940000000000000000,-25400,-1.25,,,1528,2629000,1419,2817200
BID,2024-08-27,49.600000000000000000,4159800,205.700000000000000000,-550000,-27.29,,,4395,8541800,3394,7657300
BID,2024-08-26,50.200000000000000000,2246500,113.390000000000000000,-326900,-16.48,,,1985,4305400,2722,5382300
BID,2024-08-23,50.500000000000000000,2273200,114.590000000000000000,84600,4.24,,,2011,4632700,2225,5194100
BID,2021-06-09,45.450000000000000000,4454300,200.240000000000000000,-225600,-10.10,,,4486,7516500,3296,5967800
BID,2024-11-06,48.050000000000000000,1082600,51.910000000000000000,0,0.00,,,1307,2452000,1633,3135100
BID,2021-09-13,39.150000000000000000,1734700,68.080000000000000000,-196900,-7.73,,,2304,2526600,1415,2832600
BID,2021-09-10,39.650000000000000000,793800,31.530000000000000000,200,0.01,,,1221,1513400,1427,2226800
BID,2021-09-09,39.800000000000000000,839800,33.300000000000000000,63000,2.50,,,1328,1562000,1308,1850900
BID,2021-09-08,39.600000000000000000,1420900,56.650000000000000000,-412100,-16.41,,,2181,2340300,2434,3351900
BVH,2023-05-16,45.300000000000000000,277600,12.600000000000000000,-23700,-1.08,,,876,552200,476,907200
BVH,2023-05-15,45.500000000000000000,600100,27.560000000000000000,-262200,-11.99,,,1201,1128400,939,1192800
BVH,2023-04-11,49.150000000000000000,155600,7.610000000000000000,21600,1.06,,,450,481600,450,493600
BVH,2023-04-10,48.900000000000000000,225700,10.970000000000000000,79700,3.90,,,426,513600,481,498500
BVH,2023-04-07,48.500000000000000000,192800,9.350000000000000000,-62000,-3.01,,,646,480300,355,419100
BVH,2023-04-06,48.500000000000000000,239000,11.690000000000000000,6700,0.32,,,605,463500,612,726900
BID,2025-03-14,40.400000000000000000,2298100,92.440000000000000000,-65673,-2.64,,,2795,4980300,1637,4878700
BID,2021-07-26,40.000000000000000000,1436900,57.370000000000000000,-153000,-6.10,,,2876,3098800,1465,2555700
BID,2022-09-26,33.400000000000000000,2016400,66.670000000000000000,-451200,-15.07,,,2987,3603200,1235,3693200
BID,2022-09-23,34.750000000000000000,785400,27.410000000000000000,-266342,-9.26,,,1159,1586400,886,1628600
BID,2025-01-13,39.300000000000000000,2461400,95.680000000000000000,-69815,-2.70,,,2146,4450200,1486,5772700
BID,2024-10-17,50.300000000000000000,2118900,105.640000000000000000,-13300,-0.66,,,1867,4889400,2151,5191900
BID,2024-10-16,49.850000000000000000,1791000,89.620000000000000000,-355500,-17.78,,,1577,3250400,2032,4721900
BID,2024-10-15,50.000000000000000000,6928400,349.170000000000000000,-624100,-31.48,,,4560,16197900,6458,14178100
BID,2024-10-14,49.400000000000000000,1161900,57.570000000000000000,-118500,-5.86,,,1272,2602300,1609,3235500
BID,2024-10-11,49.400000000000000000,1539800,76.170000000000000000,-513700,-25.41,,,1957,2997000,2193,4310700
BID,2024-10-10,49.750000000000000000,2650400,131.610000000000000000,-328800,-16.31,,,2459,4675500,2821,6650200
BID,2024-10-09,49.450000000000000000,2190900,107.830000000000000000,-527700,-25.98,,,2408,4252000,1837,4684800
BID,2025-03-11,41.400000000000000000,3352200,137.500000000000000000,-539808,-22.12,,,3115,6406000,1894,5777600
BID,2024-12-25,38.650000000000000000,5277300,204.650000000000000000,-1252011,-48.54,,,3752,9296300,3487,9593100
BID,2022-07-05,36.300000000000000000,4933500,180.390000000000000000,-647559,-23.51,,,2352,7585900,4104,7016900
BID,2022-07-04,35.050000000000000000,1827500,64.350000000000000000,-244100,-8.60,,,1472,2992900,2133,3583500
BVH,2022-04-18,66.800000000000000000,3846200,258.880000000000000000,-1524200,-102.52,,,3828,6241800,3064,5905300
BVH,2022-04-15,66.800000000000000000,3373000,221.370000000000000000,8400,0.26,,,2627,6133000,2649,4185100
BVH,2022-04-14,62.500000000000000000,1343300,85.220000000000000000,14100,0.89,,,2040,2375700,1423,2756700
BVH,2022-04-13,63.300000000000000000,1698200,103.920000000000000000,226900,13.85,,,2837,3526300,1425,2795000
BVH,2024-01-10,40.500000000000000000,886900,36.010000000000000000,-1900,-0.08,,,0,0,0,0
